transacao_id,data,ano,mes,trimestre,cliente_id,marca_id,produto_id,tipo_produto,valor_contrato,receita,cidade,segmento
T02185,2022-08-07,2022,8,Q3,C0024,3,P010,Fundo,54291.0,855.09,Viseu,Particular
T00126,2022-08-07,2022,8,Q3,C0014,2,P009,Seguro Saude,5217.5,1369.6,Porto,Particular
T02421,2022-08-07,2022,8,Q3,C0004,1,P002,Credito,151292.14,5559.98,Coimbra,PME
T01339,2022-08-08,2022,8,Q3,C0020,1,P005,Cartao,3317.37,202.03,Setubal,Particular
T00393,2022-08-08,2022,8,Q3,C0020,3,P012,Fundo,45980.56,965.59,Aveiro,Particular
T01603,2022-08-08,2022,8,Q3,C0012,3,P012,Fundo,98148.81,2061.13,Faro,Private Banking
T02657,2022-08-08,2022,8,Q3,C0020,3,P014,Poupanca,4727.17,49.63,Aveiro,Particular
T02675,2022-08-08,2022,8,Q3,C0027,3,P013,Gestao,416072.12,5242.51,Braga,Particular
T00347,2022-08-09,2022,8,Q3,C0025,2,P007,Seguro Auto,1635.44,317.69,Faro,Particular
T02297,2022-08-09,2022,8,Q3,C0001,2,P007,Seguro Auto,617.76,120.0,Lisboa,Particular
T00717,2022-08-10,2022,8,Q3,C0001,1,P001,Deposito,19603.89,247.01,Coimbra,Particular
T02456,2022-08-10,2022,8,Q3,C0024,3,P013,Gestao,139761.95,1761.0,Viseu,Particular
T01348,2022-08-11,2022,8,Q3,C0041,3,P014,Poupanca,23597.61,247.78,Leiria,Particular
T02033,2022-08-11,2022,8,Q3,C0020,3,P014,Poupanca,28934.27,303.81,Aveiro,Particular
T02419,2022-08-11,2022,8,Q3,C0005,2,P006,Seguro Vida,1960.65,452.91,Coimbra,Particular
T00663,2022-08-12,2022,8,Q3,C0010,3,P010,Fundo,17273.12,272.06,Viseu,PME
T01281,2022-08-12,2022,8,Q3,C0036,3,P014,Poupanca,29641.3,311.23,Setubal,Corporate
T02146,2022-08-12,2022,8,Q3,C0039,1,P002,Credito,24553.4,902.34,Setubal,PME
T00362,2022-08-13,2022,8,Q3,C0025,3,P014,Poupanca,10614.98,111.46,Porto,Particular
T01867,2022-08-14,2022,8,Q3,C0007,3,P012,Fundo,57604.71,1209.69,Braga,Particular
T02143,2022-08-14,2022,8,Q3,C0026,3,P014,Poupanca,24802.37,260.42,Faro,PME
T02243,2022-08-14,2022,8,Q3,C0041,3,P014,Poupanca,13389.88,140.59,Leiria,Particular
T02588,2022-08-14,2022,8,Q3,C0014,2,P006,Seguro Vida,3661.11,845.71,Porto,Particular
T00366,2022-08-14,2022,8,Q3,C0012,1,P001,Deposito,22331.41,281.38,Evora,Private Banking
T02375,2022-08-14,2022,8,Q3,C0013,2,P006,Seguro Vida,3860.69,891.82,Coimbra,Corporate
T02040,2022-08-15,2022,8,Q3,C0007,2,P009,Seguro Saude,4608.63,1209.77,Evora,Particular
T02714,2022-08-16,2022,8,Q3,C0036,1,P004,Deposito,46877.88,1033.66,Setubal,Corporate
T00267,2022-08-16,2022,8,Q3,C0018,1,P002,Credito,78782.04,2895.24,Setubal,Particular
T01988,2022-08-16,2022,8,Q3,C0021,1,P002,Credito,79742.73,2930.55,Aveiro,PME
T01203,2022-08-16,2022,8,Q3,C0019,3,P013,Gestao,262035.64,3301.65,Lisboa,Particular
T01589,2022-08-17,2022,8,Q3,C0004,3,P010,Fundo,77694.54,1223.69,Porto,PME
T01788,2022-08-18,2022,8,Q3,C0001,2,P007,Seguro Auto,1602.62,311.3,Lisboa,Particular
T01307,2022-08-18,2022,8,Q3,C0023,3,P010,Fundo,78001.25,1228.52,Setubal,Particular
T00432,2022-08-20,2022,8,Q3,C0002,2,P009,Seguro Saude,5497.0,1442.96,Setubal,Private Banking
T02385,2022-08-20,2022,8,Q3,C0036,3,P013,Gestao,481813.39,6070.85,Setubal,Corporate
T02275,2022-08-20,2022,8,Q3,C0021,1,P002,Credito,208772.97,7672.4,Aveiro,PME
T01605,2022-08-20,2022,8,Q3,C0019,1,P001,Deposito,23562.13,296.89,Braga,Particular
T00091,2022-08-21,2022,8,Q3,C0027,3,P010,Fundo,65123.26,1025.69,Braga,Particular
T00917,2022-08-21,2022,8,Q3,C0023,2,P008,Seguro Habitacao,1626.45,341.55,Leiria,Particular
T02475,2022-08-21,2022,8,Q3,C0041,1,P004,Deposito,13508.73,297.86,Viseu,Particular
T01508,2022-08-21,2022,8,Q3,C0040,1,P004,Deposito,37000.31,815.86,Lisboa,Particular
T01582,2022-08-22,2022,8,Q3,C0025,3,P013,Gestao,462214.02,5823.9,Porto,Particular
T00868,2022-08-22,2022,8,Q3,C0005,1,P002,Credito,5538.25,203.53,Aveiro,Particular
T00570,2022-08-22,2022,8,Q3,C0016,2,P008,Seguro Habitacao,1629.88,342.28,Coimbra,Particular
T01816,2022-08-22,2022,8,Q3,C0038,2,P007,Seguro Auto,568.96,110.52,Coimbra,Particular
T00552,2022-08-22,2022,8,Q3,C0016,3,P013,Gestao,287471.76,3622.14,Coimbra,Particular
T00554,2022-08-22,2022,8,Q3,C0022,2,P008,Seguro Habitacao,2206.48,463.37,Evora,Particular
T00175,2022-08-23,2022,8,Q3,C0040,1,P005,Cartao,3660.03,222.89,Lisboa,Particular
T00021,2022-08-23,2022,8,Q3,C0010,2,P008,Seguro Habitacao,805.39,169.13,Porto,PME
T01320,2022-08-23,2022,8,Q3,C0001,3,P014,Poupanca,17669.52,185.53,Viseu,Particular
T02493,2022-08-23,2022,8,Q3,C0012,2,P009,Seguro Saude,7678.58,2015.62,Faro,Private Banking
T02664,2022-08-23,2022,8,Q3,C0004,1,P001,Deposito,8074.59,101.75,Coimbra,PME
T02303,2022-08-24,2022,8,Q3,C0016,3,P011,Fundo,66966.71,562.52,Coimbra,Particular
T00543,2022-08-24,2022,8,Q3,C0001,2,P008,Seguro Habitacao,1831.14,384.54,Lisboa,Particular
T00639,2022-08-25,2022,8,Q3,C0014,3,P014,Poupanca,2071.92,21.76,Viseu,Particular
T01395,2022-08-26,2022,8,Q3,C0003,2,P007,Seguro Auto,1049.62,203.89,Lisboa,PME
T00839,2022-08-26,2022,8,Q3,C0005,1,P001,Deposito,978.78,12.34,Aveiro,Particular
T00146,2022-08-27,2022,8,Q3,C0008,1,P001,Deposito,47339.95,596.48,Viseu,Corporate
T01583,2022-08-27,2022,8,Q3,C0007,2,P006,Seguro Vida,2334.46,539.26,Evora,Particular
T01303,2022-08-28,2022,8,Q3,C0019,3,P012,Fundo,71274.16,1496.75,Lisboa,Particular
T01032,2022-08-28,2022,8,Q3,C0030,2,P008,Seguro Habitacao,2264.61,475.57,Coimbra,Particular
T01802,2022-08-28,2022,8,Q3,C0029,1,P005,Cartao,4707.03,286.66,Faro,PME
T01319,2022-08-29,2022,8,Q3,C0016,2,P007,Seguro Auto,620.49,120.53,Coimbra,Particular
T02329,2022-08-29,2022,8,Q3,C0025,2,P006,Seguro Vida,2345.03,541.71,Faro,Particular
T02276,2022-08-30,2022,8,Q3,C0018,3,P012,Fundo,48829.34,1025.42,Coimbra,Particular
T00828,2022-08-30,2022,8,Q3,C0018,1,P001,Deposito,39345.62,495.76,Setubal,Particular
T00306,2022-08-30,2022,8,Q3,C0016,3,P012,Fundo,70699.74,1484.69,Coimbra,Particular
T02729,2022-08-30,2022,8,Q3,C0038,3,P012,Fundo,35827.12,752.37,Porto,Particular
T00930,2022-08-31,2022,8,Q3,C0033,1,P001,Deposito,32250.43,406.36,Aveiro,Particular
T00980,2022-08-31,2022,8,Q3,C0040,2,P007,Seguro Auto,980.46,190.46,Leiria,Particular
T01229,2022-08-31,2022,8,Q3,C0012,3,P012,Fundo,84112.73,1766.36,Faro,Private Banking
T02377,2022-08-31,2022,8,Q3,C0022,3,P010,Fundo,89663.06,1412.2,Coimbra,Particular
T02209,2022-09-01,2022,9,Q3,C0014,2,P009,Seguro Saude,4676.07,1169.02,Porto,Particular
T01568,2022-09-02,2022,9,Q3,C0023,3,P014,Poupanca,22522.8,225.23,Setubal,Particular
T00903,2022-09-02,2022,9,Q3,C0023,1,P001,Deposito,21711.14,260.53,Coimbra,Particular
T01412,2022-09-03,2022,9,Q3,C0005,3,P014,Poupanca,5637.4,56.37,Viseu,Particular
T01183,2022-09-04,2022,9,Q3,C0014,3,P014,Poupanca,28002.29,280.02,Viseu,Particular
T02323,2022-09-04,2022,9,Q3,C0002,3,P014,Poupanca,29113.25,291.13,Faro,Private Banking
T00045,2022-09-05,2022,9,Q3,C0012,1,P003,Credito,34290.91,2811.85,Evora,Private Banking
T01897,2022-09-05,2022,9,Q3,C0003,2,P007,Seguro Auto,735.47,136.06,Lisboa,PME
T02665,2022-09-05,2022,9,Q3,C0031,1,P001,Deposito,12736.7,152.84,Lisboa,PME
T02080,2022-09-05,2022,9,Q3,C0014,3,P011,Fundo,11482.65,91.86,Viseu,Particular
T00025,2022-09-05,2022,9,Q3,C0036,2,P006,Seguro Vida,1911.05,420.43,Aveiro,Corporate
T02789,2022-09-06,2022,9,Q3,C0032,2,P006,Seguro Vida,2742.73,603.4,Faro,Particular
T02563,2022-09-06,2022,9,Q3,C0023,3,P014,Poupanca,4876.82,48.77,Setubal,Particular
T02056,2022-09-06,2022,9,Q3,C0023,3,P010,Fundo,75784.29,1136.76,Setubal,Particular
T01690,2022-09-07,2022,9,Q3,C0033,1,P002,Credito,215123.55,7529.32,Aveiro,Particular
T01749,2022-09-07,2022,9,Q3,C0024,3,P012,Fundo,59443.51,1188.87,Viseu,Particular
T02573,2022-09-08,2022,9,Q3,C0031,1,P005,Cartao,1354.51,78.56,Lisboa,PME
T02516,2022-09-09,2022,9,Q3,C0005,2,P007,Seguro Auto,795.45,147.16,Coimbra,Particular
T02628,2022-09-09,2022,9,Q3,C0025,2,P009,Seguro Saude,5183.31,1295.83,Faro,Particular
T02248,2022-09-10,2022,9,Q3,C0011,1,P005,Cartao,3695.97,214.37,Viseu,Particular
T02174,2022-09-10,2022,9,Q3,C0041,2,P007,Seguro Auto,1691.83,312.99,Leiria,Particular
T02190,2022-09-10,2022,9,Q3,C0017,3,P014,Poupanca,15391.92,153.92,Setubal,Particular
T01882,2022-09-11,2022,9,Q3,C0040,3,P014,Poupanca,4384.26,43.84,Setubal,Particular
T00141,2022-09-11,2022,9,Q3,C0026,1,P003,Credito,169842.95,13927.12,Leiria,PME
T00772,2022-09-11,2022,9,Q3,C0041,3,P010,Fundo,24951.87,374.28,Leiria,Particular
T02093,2022-09-12,2022,9,Q3,C0019,3,P011,Fundo,74053.42,592.43,Lisboa,Particular
T02221,2022-09-12,2022,9,Q3,C0013,1,P001,Deposito,9442.88,113.31,Porto,Corporate
T02124,2022-09-12,2022,9,Q3,C0023,2,P007,Seguro Auto,671.92,124.31,Leiria,Particular
T02797,2022-09-14,2022,9,Q3,C0033,1,P002,Credito,195229.83,6833.04,Aveiro,Particular
T02414,2022-09-14,2022,9,Q3,C0013,3,P013,Gestao,328569.69,3942.84,Viseu,Corporate
T01903,2022-09-15,2022,9,Q3,C0018,2,P009,Seguro Saude,4398.88,1099.72,Aveiro,Particular
T00157,2022-09-15,2022,9,Q3,C0036,2,P007,Seguro Auto,496.05,91.77,Aveiro,Corporate
T01363,2022-09-15,2022,9,Q3,C0008,1,P001,Deposito,4051.43,48.62,Viseu,Corporate
T01133,2022-09-15,2022,9,Q3,C0029,3,P011,Fundo,32357.22,258.86,Braga,PME
T01962,2022-09-16,2022,9,Q3,C0039,1,P005,Cartao,1430.17,82.95,Setubal,PME
T02505,2022-09-16,2022,9,Q3,C0029,2,P006,Seguro Vida,2820.61,620.53,Aveiro,PME
T02184,2022-09-16,2022,9,Q3,C0031,1,P005,Cartao,3035.72,176.07,Lisboa,PME
T02256,2022-09-16,2022,9,Q3,C0009,1,P004,Deposito,28594.26,600.48,Braga,PME
T02530,2022-09-17,2022,9,Q3,C0016,2,P008,Seguro Habitacao,1514.99,303.0,Coimbra,Particular
T00050,2022-09-17,2022,9,Q3,C0017,3,P010,Fundo,97455.2,1461.83,Setubal,Particular
T00582,2022-09-17,2022,9,Q3,C0042,3,P011,Fundo,25718.05,205.74,Setubal,Particular
T01338,2022-09-18,2022,9,Q3,C0030,2,P006,Seguro Vida,2098.2,461.6,Coimbra,Particular
T02653,2022-09-18,2022,9,Q3,C0038,2,P008,Seguro Habitacao,701.72,140.34,Coimbra,Particular
T01771,2022-09-19,2022,9,Q3,C0041,3,P012,Fundo,84312.26,1686.25,Leiria,Particular
T02387,2022-09-19,2022,9,Q3,C0012,3,P013,Gestao,208673.94,2504.09,Faro,Private Banking
T02026,2022-09-20,2022,9,Q3,C0019,3,P010,Fundo,50480.22,757.2,Lisboa,Particular
T01051,2022-09-20,2022,9,Q3,C0003,2,P009,Seguro Saude,4609.08,1152.27,Lisboa,PME
T01810,2022-09-22,2022,9,Q3,C0011,1,P002,Credito,43296.95,1515.39,Viseu,Particular
T02319,2022-09-24,2022,9,Q3,C0020,3,P012,Fundo,74387.92,1487.76,Aveiro,Particular
T01704,2022-09-24,2022,9,Q3,C0037,2,P009,Seguro Saude,6652.17,1663.04,Setubal,Particular
T02511,2022-09-25,2022,9,Q3,C0026,1,P003,Credito,50706.02,4157.89,Leiria,PME
T01992,2022-09-25,2022,9,Q3,C0012,1,P002,Credito,135475.9,4741.66,Evora,Private Banking
T00849,2022-09-25,2022,9,Q3,C0028,3,P013,Gestao,100821.87,1209.86,Coimbra,Particular
T01192,2022-09-25,2022,9,Q3,C0008,1,P004,Deposito,28185.16,591.89,Viseu,Corporate
T00336,2022-09-25,2022,9,Q3,C0023,3,P014,Poupanca,17726.23,177.26,Setubal,Particular
T02435,2022-09-26,2022,9,Q3,C0021,1,P003,Credito,93277.51,7648.76,Aveiro,PME
T01089,2022-09-26,2022,9,Q3,C0032,2,P007,Seguro Auto,440.0,81.4,Faro,Particular
T01762,2022-09-26,2022,9,Q3,C0022,1,P001,Deposito,41686.62,500.24,Lisboa,Particular
T01061,2022-09-26,2022,9,Q3,C0036,3,P011,Fundo,81604.88,652.84,Setubal,Corporate
T02199,2022-09-26,2022,9,Q3,C0020,1,P005,Cartao,4356.11,252.65,Setubal,Particular
T00245,2022-09-26,2022,9,Q3,C0037,2,P009,Seguro Saude,2502.64,625.66,Setubal,Particular
T01265,2022-09-27,2022,9,Q3,C0012,2,P006,Seguro Vida,2792.19,614.28,Faro,Private Banking
T01224,2022-09-27,2022,9,Q3,C0013,1,P002,Credito,147352.52,5157.34,Porto,Corporate
T01520,2022-09-28,2022,9,Q3,C0028,1,P003,Credito,107931.84,8850.41,Aveiro,Particular
T01729,2022-09-28,2022,9,Q3,C0035,1,P001,Deposito,29234.1,350.81,Lisboa,Private Banking
T01525,2022-09-28,2022,9,Q3,C0019,3,P011,Fundo,79137.5,633.1,Lisboa,Particular
T02307,2022-09-28,2022,9,Q3,C0024,1,P001,Deposito,14056.15,168.67,Faro,Particular
T00887,2022-09-29,2022,9,Q3,C0040,1,P002,Credito,128453.89,4495.89,Lisboa,Particular
T01312,2022-09-29,2022,9,Q3,C0013,1,P001,Deposito,23238.74,278.86,Porto,Corporate
T00606,2022-09-30,2022,9,Q3,C0040,3,P011,Fundo,7772.75,62.18,Setubal,Particular
T00426,2022-09-30,2022,9,Q3,C0040,1,P003,Credito,34065.13,2793.34,Lisboa,Particular
T02396,2022-10-01,2022,10,Q4,C0006,1,P001,Deposito,45612.42,629.45,Evora,Particular
T02273,2022-10-01,2022,10,Q4,C0030,2,P008,Seguro Habitacao,2409.72,554.23,Coimbra,Particular
T02292,2022-10-01,2022,10,Q4,C0024,3,P013,Gestao,384765.79,5309.77,Viseu,Particular
T01706,2022-10-01,2022,10,Q4,C0016,3,P011,Fundo,69059.22,635.34,Coimbra,Particular
T00409,2022-10-01,2022,10,Q4,C0028,3,P011,Fundo,46042.89,423.59,Coimbra,Particular
T00817,2022-10-02,2022,10,Q4,C0021,1,P004,Deposito,18282.92,441.53,Aveiro,PME
T02142,2022-10-03,2022,10,Q4,C0012,2,P009,Seguro Saude,2682.9,771.34,Faro,Private Banking
T00877,2022-10-03,2022,10,Q4,C0029,1,P001,Deposito,26753.04,369.2,Faro,PME
T00282,2022-10-04,2022,10,Q4,C0004,1,P004,Deposito,2330.7,56.28,Coimbra,PME
T01571,2022-10-05,2022,10,Q4,C0022,1,P002,Credito,17957.64,722.8,Lisboa,Particular
T00148,2022-10-05,2022,10,Q4,C0023,2,P009,Seguro Saude,3911.57,1124.57,Leiria,Particular
T01255,2022-10-05,2022,10,Q4,C0024,3,P013,Gestao,195557.42,2698.69,Viseu,Particular
T01701,2022-10-06,2022,10,Q4,C0001,1,P004,Deposito,10403.73,251.25,Coimbra,Particular
T01365,2022-10-06,2022,10,Q4,C0004,2,P007,Seguro Auto,1299.14,276.39,Braga,PME
T00517,2022-10-06,2022,10,Q4,C0018,2,P008,Seguro Habitacao,1746.1,401.6,Aveiro,Particular
T02267,2022-10-07,2022,10,Q4,C0028,3,P013,Gestao,281755.17,3888.22,Coimbra,Particular
T01097,2022-10-07,2022,10,Q4,C0022,2,P008,Seguro Habitacao,1491.48,343.04,Evora,Particular
T00936,2022-10-07,2022,10,Q4,C0024,3,P014,Poupanca,10259.4,117.98,Viseu,Particular
T01558,2022-10-08,2022,10,Q4,C0012,2,P007,Seguro Auto,1565.2,332.99,Faro,Private Banking
T00132,2022-10-08,2022,10,Q4,C0039,3,P010,Fundo,90436.97,1560.03,Leiria,PME
T00827,2022-10-08,2022,10,Q4,C0025,3,P010,Fundo,51646.89,890.9,Porto,Particular
T00303,2022-10-09,2022,10,Q4,C0032,2,P008,Seguro Habitacao,1356.26,311.94,Faro,Particular
T02201,2022-10-09,2022,10,Q4,C0026,2,P009,Seguro Saude,3392.03,975.21,Porto,PME
T00631,2022-10-09,2022,10,Q4,C0042,3,P010,Fundo,17219.43,297.03,Setubal,Particular
T01450,2022-10-09,2022,10,Q4,C0020,1,P002,Credito,192235.83,7737.49,Setubal,Particular
T00243,2022-10-09,2022,10,Q4,C0010,3,P010,Fundo,30283.42,522.39,Viseu,PME
T01221,2022-10-09,2022,10,Q4,C0005,3,P013,Gestao,284323.03,3923.66,Viseu,Particular
T00386,2022-10-09,2022,10,Q4,C0001,1,P005,Cartao,4893.97,326.43,Coimbra,Particular
T00559,2022-10-10,2022,10,Q4,C0036,3,P013,Gestao,240367.45,3317.07,Setubal,Corporate
T02706,2022-10-10,2022,10,Q4,C0004,1,P004,Deposito,21661.83,523.13,Coimbra,PME
T02529,2022-10-11,2022,10,Q4,C0013,2,P006,Seguro Vida,3128.78,791.58,Coimbra,Corporate
T01876,2022-10-11,2022,10,Q4,C0029,2,P009,Seguro Saude,6450.91,1854.64,Aveiro,PME
T00840,2022-10-11,2022,10,Q4,C0040,2,P007,Seguro Auto,860.13,182.99,Leiria,Particular
T00314,2022-10-12,2022,10,Q4,C0014,2,P009,Seguro Saude,1670.85,480.37,Porto,Particular
T02684,2022-10-14,2022,10,Q4,C0017,3,P012,Fundo,92424.22,2125.75,Setubal,Particular
T02406,2022-10-14,2022,10,Q4,C0032,2,P008,Seguro Habitacao,1493.35,343.47,Faro,Particular
T00673,2022-10-14,2022,10,Q4,C0007,3,P010,Fundo,7105.25,122.57,Braga,Particular
T00610,2022-10-14,2022,10,Q4,C0007,3,P014,Poupanca,22440.26,258.06,Braga,Particular
T02702,2022-10-15,2022,10,Q4,C0001,1,P003,Credito,194724.49,18362.52,Coimbra,Particular
T00401,2022-10-15,2022,10,Q4,C0028,3,P012,Fundo,93646.71,2153.87,Coimbra,Particular
T00562,2022-10-15,2022,10,Q4,C0012,3,P012,Fundo,84356.54,1940.2,Faro,Private Banking
T00965,2022-10-15,2022,10,Q4,C0026,3,P011,Fundo,18735.37,172.36,Faro,PME
T00139,2022-10-16,2022,10,Q4,C0013,2,P009,Seguro Saude,7787.25,2238.83,Coimbra,Corporate
T02434,2022-10-16,2022,10,Q4,C0010,2,P008,Seguro Habitacao,1450.21,333.55,Porto,PME
T02105,2022-10-17,2022,10,Q4,C0013,1,P002,Credito,27481.05,1106.12,Porto,Corporate
T01206,2022-10-17,2022,10,Q4,C0042,2,P006,Seguro Vida,2005.14,507.3,Viseu,Particular
T00558,2022-10-17,2022,10,Q4,C0030,2,P009,Seguro Saude,4218.55,1212.84,Coimbra,Particular
T00237,2022-10-17,2022,10,Q4,C0022,2,P008,Seguro Habitacao,2438.62,560.88,Evora,Particular
T01452,2022-10-17,2022,10,Q4,C0025,3,P011,Fundo,69933.28,643.39,Porto,Particular
T00703,2022-10-18,2022,10,Q4,C0006,1,P005,Cartao,4331.21,288.89,Evora,Particular
T02621,2022-10-18,2022,10,Q4,C0022,1,P004,Deposito,2029.78,49.02,Lisboa,Particular
T02745,2022-10-18,2022,10,Q4,C0002,2,P007,Seguro Auto,1377.68,293.1,Setubal,Private Banking
T01587,2022-10-19,2022,10,Q4,C0042,2,P007,Seguro Auto,830.4,176.66,Viseu,Particular
T01253,2022-10-19,2022,10,Q4,C0027,3,P013,Gestao,90698.36,1251.64,Braga,Particular
T00655,2022-10-19,2022,10,Q4,C0017,3,P010,Fundo,5346.13,92.22,Setubal,Particular
T00990,2022-10-20,2022,10,Q4,C0036,1,P002,Credito,157686.88,6346.9,Setubal,Corporate
T00120,2022-10-21,2022,10,Q4,C0014,3,P013,Gestao,337057.08,4651.38,Viseu,Particular
T02400,2022-10-21,2022,10,Q4,C0023,1,P001,Deposito,34958.07,482.42,Coimbra,Particular
T01311,2022-10-21,2022,10,Q4,C0005,1,P005,Cartao,3448.24,230.0,Aveiro,Particular
T02238,2022-10-21,2022,10,Q4,C0033,1,P002,Credito,22286.72,897.05,Aveiro,Particular
T01333,2022-10-22,2022,10,Q4,C0038,3,P012,Fundo,91373.3,2101.59,Porto,Particular
T00758,2022-10-22,2022,10,Q4,C0038,2,P009,Seguro Saude,1752.09,503.72,Coimbra,Particular
T01577,2022-10-22,2022,10,Q4,C0001,3,P011,Fundo,52298.9,481.15,Viseu,Particular
T00491,2022-10-23,2022,10,Q4,C0024,3,P010,Fundo,30628.41,528.34,Viseu,Particular
T00937,2022-10-23,2022,10,Q4,C0018,2,P008,Seguro Habitacao,2419.04,556.38,Aveiro,Particular
T00447,2022-10-23,2022,10,Q4,C0027,3,P010,Fundo,56676.21,977.66,Braga,Particular
T01686,2022-10-24,2022,10,Q4,C0022,3,P013,Gestao,372052.05,5134.31,Coimbra,Particular
T01076,2022-10-24,2022,10,Q4,C0011,2,P008,Seguro Habitacao,1401.45,322.33,Leiria,Particular
T02202,2022-10-24,2022,10,Q4,C0013,1,P002,Credito,202067.82,8133.23,Porto,Corporate
T01227,2022-10-25,2022,10,Q4,C0040,1,P005,Cartao,4602.14,306.96,Lisboa,Particular
T00462,2022-10-26,2022,10,Q4,C0001,2,P008,Seguro Habitacao,1651.29,379.8,Lisboa,Particular
T00117,2022-10-26,2022,10,Q4,C0014,1,P005,Cartao,2177.85,145.27,Evora,Particular
T01230,2022-10-26,2022,10,Q4,C0002,1,P003,Credito,220632.32,20805.63,Leiria,Private Banking
T02460,2022-10-26,2022,10,Q4,C0039,1,P002,Credito,83445.72,3358.69,Setubal,PME
T01967,2022-10-26,2022,10,Q4,C0009,1,P004,Deposito,15779.38,381.08,Braga,PME
T00966,2022-10-27,2022,10,Q4,C0028,3,P012,Fundo,5001.56,115.03,Coimbra,Particular
T01570,2022-10-27,2022,10,Q4,C0019,1,P004,Deposito,43976.7,1062.04,Braga,Particular
T01116,2022-10-27,2022,10,Q4,C0003,3,P012,Fundo,77789.64,1789.16,Porto,PME
T00379,2022-10-27,2022,10,Q4,C0018,3,P010,Fundo,29475.4,508.45,Coimbra,Particular
T00985,2022-10-28,2022,10,Q4,C0003,3,P011,Fundo,26567.7,244.42,Porto,PME
T02130,2022-10-29,2022,10,Q4,C0015,1,P002,Credito,152526.59,6139.19,Lisboa,Particular
T00257,2022-10-29,2022,10,Q4,C0025,2,P006,Seguro Vida,3828.52,968.61,Faro,Particular
T02188,2022-10-29,2022,10,Q4,C0037,2,P008,Seguro Habitacao,877.15,201.74,Setubal,Particular
T00217,2022-10-30,2022,10,Q4,C0014,2,P006,Seguro Vida,1268.62,320.96,Porto,Particular
T01663,2022-10-30,2022,10,Q4,C0014,2,P007,Seguro Auto,1445.01,307.43,Porto,Particular
T02129,2022-10-30,2022,10,Q4,C0016,3,P014,Poupanca,14753.18,169.66,Coimbra,Particular
T01534,2022-10-30,2022,10,Q4,C0023,3,P013,Gestao,292939.97,4042.57,Setubal,Particular
T00172,2022-10-31,2022,10,Q4,C0004,1,P002,Credito,72378.92,2913.25,Coimbra,PME
T02676,2022-10-31,2022,10,Q4,C0002,1,P003,Credito,116985.16,11031.7,Leiria,Private Banking
T01518,2022-10-31,2022,10,Q4,C0029,1,P002,Credito,219373.32,8829.78,Faro,PME
T02572,2022-10-31,2022,10,Q4,C0036,1,P004,Deposito,32026.73,773.44,Setubal,Corporate
T02342,2022-10-31,2022,10,Q4,C0017,3,P011,Fundo,27773.05,255.51,Setubal,Particular
T00754,2022-10-31,2022,10,Q4,C0036,2,P006,Seguro Vida,3759.77,951.22,Aveiro,Corporate
T01743,2022-10-31,2022,10,Q4,C0007,3,P012,Fundo,10264.21,236.07,Braga,Particular
T00961,2022-11-01,2022,11,Q4,C0022,3,P013,Gestao,150487.99,2076.74,Coimbra,Particular
T00683,2022-11-01,2022,11,Q4,C0002,2,P007,Seguro Auto,1306.19,277.9,Setubal,Private Banking
T02383,2022-11-01,2022,11,Q4,C0040,1,P002,Credito,83462.72,3359.38,Lisboa,Particular
T00069,2022-11-02,2022,11,Q4,C0016,2,P007,Seguro Auto,499.97,106.36,Coimbra,Particular
T02020,2022-11-02,2022,11,Q4,C0024,3,P011,Fundo,23465.7,215.89,Viseu,Particular
T01467,2022-11-02,2022,11,Q4,C0041,3,P013,Gestao,273881.68,3779.57,Leiria,Particular
T00266,2022-11-03,2022,11,Q4,C0035,3,P014,Poupanca,16777.6,192.95,Setubal,Private Banking
T02430,2022-11-04,2022,11,Q4,C0002,1,P005,Cartao,4021.13,268.21,Leiria,Private Banking
T02631,2022-11-04,2022,11,Q4,C0031,1,P003,Credito,157829.81,14883.35,Lisboa,PME
T02787,2022-11-04,2022,11,Q4,C0023,1,P001,Deposito,47781.38,659.39,Coimbra,Particular
T02783,2022-11-04,2022,11,Q4,C0037,3,P010,Fundo,11516.98,198.66,Viseu,Particular
T01262,2022-11-04,2022,11,Q4,C0010,2,P007,Seguro Auto,650.41,138.38,Porto,PME
T00236,2022-11-04,2022,11,Q4,C0020,3,P010,Fundo,58691.21,1012.43,Aveiro,Particular
T00803,2022-11-05,2022,11,Q4,C0008,1,P002,Credito,88954.12,3580.4,Viseu,Corporate
T00472,2022-11-06,2022,11,Q4,C0001,3,P011,Fundo,51067.56,469.82,Viseu,Particular
T01819,2022-11-06,2022,11,Q4,C0042,2,P006,Seguro Vida,3060.5,774.31,Viseu,Particular
T02378,2022-11-06,2022,11,Q4,C0011,1,P004,Deposito,26758.79,646.22,Viseu,Particular
T02683,2022-11-07,2022,11,Q4,C0022,1,P005,Cartao,1828.6,121.97,Lisboa,Particular
T02432,2022-11-07,2022,11,Q4,C0041,3,P013,Gestao,85438.79,1179.06,Leiria,Particular
T01624,2022-11-09,2022,11,Q4,C0018,2,P006,Seguro Vida,3232.55,817.83,Aveiro,Particular
T00950,2022-11-09,2022,11,Q4,C0036,2,P008,Seguro Habitacao,2134.63,490.97,Aveiro,Corporate
T00625,2022-11-09,2022,11,Q4,C0017,3,P010,Fundo,31680.78,546.49,Setubal,Particular
T02509,2022-11-10,2022,11,Q4,C0002,1,P005,Cartao,3596.36,239.88,Leiria,Private Banking
